src_ip,dst_ip,src_port,dst_port,protocol,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,avg_pkt_size,pkt_size_entropy,duration,pkt_rate,byte_rate,syn_count,fin_count,rst_count,ack_count,label
10.8.8.130,207.241.228.122,59740,80,TCP,1869,0,104325,0,55.818619582664525,0.8979099614197533,20.380842,91.70376768535864,5118.777722726078,1,1,0,1868,VPN
207.241.228.122,10.8.8.130,80,59739,TCP,0,2395,0,3241098,1353.2768267223382,0.0856295623241913,16.045036,149.2673497273549,202000.04537228835,1,1,0,2395,VPN
207.241.228.122,10.8.8.130,80,59740,TCP,0,3511,0,4750143,1352.931643406437,0.0893095214231825,20.373535,172.33140935041465,233152.61686300387,1,1,0,3511,VPN
10.8.8.130,207.241.237.128,47752,80,TCP,263,0,14627,0,55.61596958174905,0.8439576749825086,7.480617,35.157527781465085,1955.3199956634592,1,1,0,262,VPN
10.8.8.130,207.241.227.82,52096,80,TCP,259,0,13775,0,53.18532818532819,0.2528799786454583,3.81772,67.84153892899427,3608.1745125362786,1,1,0,258,VPN
207.241.237.128,10.8.8.130,80,47752,TCP,0,405,0,545748,1347.525925925926,0.1196979103401602,7.450343,54.35991336237808,73251.39258689163,1,1,0,405,VPN
207.241.227.82,10.8.8.130,80,52096,TCP,0,406,0,545777,1344.2783251231526,0.1375098989288871,3.820698,106.26330581480136,142847.45876277055,1,1,0,406,VPN
10.8.8.130,207.241.228.122,59743,80,TCP,435,0,25919,0,59.58390804597701,1.4215808372624674,10.1898,42.689748572101514,2543.6220534259746,1,1,0,434,VPN
10.8.8.130,207.241.237.128,47755,80,TCP,2912,0,162608,0,55.84065934065934,0.9230299335574522,47.965288,60.710570527586526,3390.1182872080326,1,1,0,2911,VPN
207.241.228.122,10.8.8.130,80,59743,TCP,0,807,0,1091285,1352.27385377943,0.0912638325221671,10.191856,79.18086754757917,107074.21690416348,1,1,0,807,VPN
207.241.237.128,10.8.8.130,80,47755,TCP,0,5740,0,7770240,1353.7003484320558,0.0980992612117279,47.935513,119.74420718101004,162097.77498365357,1,1,0,5740,VPN
10.8.8.130,207.241.227.82,52099,80,TCP,1295,0,71386,0,55.12432432432433,0.7266655210658605,17.165483,75.44209504620406,4158.694515033454,1,1,0,1294,VPN
207.241.227.82,10.8.8.130,80,52099,TCP,0,2384,0,3222214,1351.599832214765,0.0985445277895737,17.162591,138.9067653013464,187746.36067479552,1,1,0,2384,VPN
10.8.8.130,207.241.227.82,52100,80,TCP,1321,0,77176,0,58.4224072672218,1.2802855154740838,11.788618,112.05724029737836,6546.653729894378,1,1,0,1320,VPN
207.241.227.82,10.8.8.130,80,52100,TCP,0,2737,0,3702724,1352.8403361344538,0.0890377515217725,11.775853,232.4247763622729,314433.6125799125,1,1,1,2736,VPN
10.8.8.130,207.241.228.122,59747,80,TCP,431,0,23667,0,54.911832946635734,0.7036954287870817,14.178457,30.398230216447388,1669.2225395189337,1,1,0,430,VPN
10.8.8.130,207.241.228.122,59748,80,TCP,751,0,40946,0,54.5219707057257,0.5829544380052054,12.517388,59.99654240964649,3271.129727703575,1,1,0,750,VPN
207.241.228.122,10.8.8.130,80,59747,TCP,0,788,0,1064125,1350.4124365482232,0.103685661808077,14.167026,55.622118573086546,75112.80066825598,1,1,0,788,VPN
207.241.228.122,10.8.8.130,80,59748,TCP,0,1554,0,2100962,1351.970398970399,0.0984694281753979,12.51745,124.1466912190582,167842.65165828503,1,1,0,1554,VPN
10.8.8.130,207.241.228.122,59749,80,TCP,988,0,57268,0,57.963562753036435,1.15957326961784,12.093348,81.69780609968389,4735.49591064443,1,1,0,987,VPN
207.241.228.122,10.8.8.130,80,59749,TCP,0,1880,0,2544320,1353.3617021276596,0.0838503662929011,12.093889,155.45040970691892,210380.63107739785,1,1,0,1880,VPN
10.8.8.130,207.241.239.206,56986,6969,TCP,6,0,669,0,111.5,1.2516291673878228,1.396776,4.295606453719136,478.9601195896837,1,1,0,5,VPN
10.8.8.130,207.241.226.111,49114,6969,TCP,6,0,669,0,111.5,1.2516291673878228,1.396675,4.295917088800186,478.99475540122074,1,1,0,5,VPN
207.241.239.206,10.8.8.130,6969,56986,TCP,0,5,0,418,83.6,1.3709505944546687,1.399364,3.573051757798543,298.7071269519582,1,1,0,5,VPN
207.241.226.111,10.8.8.130,6969,49114,TCP,0,5,0,418,83.6,1.3709505944546687,1.397354,3.5781913530859035,299.1367971179816,1,1,0,5,VPN
10.8.8.130,207.241.237.128,47763,80,TCP,329,0,18589,0,56.5015197568389,0.9563315902431396,8.114221,40.546098017295805,2290.9161581869657,1,1,0,328,VPN
207.241.237.128,10.8.8.130,80,47763,TCP,0,400,0,538946,1347.365,0.1209687072485651,8.112254,49.308120776297194,66436.03614975566,1,1,0,400,VPN
10.8.8.130,207.241.227.188,59121,80,TCP,242,0,13553,0,56.00413223140496,0.8883756268546029,7.62296,31.746198327159004,1777.9182889586195,1,1,0,241,VPN
207.241.227.188,10.8.8.130,80,59121,TCP,0,394,0,530787,1347.1751269035533,0.1225324077821918,7.632661,51.62026716501624,69541.53996882607,1,1,0,394,VPN
10.8.8.130,207.241.237.128,47765,80,TCP,248,0,14117,0,56.92338709677419,0.9896644643365048,7.444375,33.31374359835446,1896.3311224918143,1,1,0,247,VPN
207.241.237.128,10.8.8.130,80,47765,TCP,0,396,0,530868,1340.5757575757575,0.1677135690704463,7.448168,53.16743660991535,71274.97661169834,1,1,2,394,VPN
10.8.8.130,207.241.227.188,59123,80,TCP,2893,0,161893,0,55.96024887659868,0.9347359231808318,36.814621,78.58290867641962,4397.519126979468,1,2,0,2892,VPN
207.241.227.188,10.8.8.130,80,59123,TCP,0,5355,0,7252417,1354.3262371615313,0.0930855685268151,36.813055,145.46469995494803,197006.65972981596,1,1,3,5352,VPN
10.8.8.130,80.178.206.195,0,0,OTHER,3,0,375,0,125.0,-0.0,31.210755,0.0961207122352535,12.01508902940669,0,0,0,0,VPN
10.8.8.130,70.127.180.169,0,0,OTHER,3,0,375,0,125.0,-0.0,69.869951,0.0429369128940708,5.367114111758859,0,0,0,0,VPN
10.8.8.130,122.173.123.16,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,36.235.251.42,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,85.202.28.80,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,101.17.33.222,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
85.202.28.80,10.8.8.130,0,0,OTHER,0,1,0,347,347.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,116.14.171.4,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
70.127.180.169,10.8.8.130,0,0,OTHER,0,3,0,459,153.0,-0.0,69.873476,0.0429347467986278,6.569016260190061,0,0,0,0,VPN
36.235.251.42,10.8.8.130,0,0,OTHER,0,1,0,328,328.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,79.38.157.56,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
122.173.123.16,10.8.8.130,0,0,OTHER,0,1,0,381,381.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,94.28.188.85,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
116.14.171.4,10.8.8.130,0,0,OTHER,0,1,0,328,328.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,79.176.117.151,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
91.181.206.57,10.8.8.130,0,0,OTHER,0,1,0,328,328.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,177.133.138.21,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
94.28.188.85,10.8.8.130,0,0,OTHER,0,1,0,374,374.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,68.116.5.134,0,0,OTHER,7,0,875,0,125.0,-0.0,69.1834,0.1011803409488403,12.64754261860504,0,0,0,0,VPN
79.176.117.151,10.8.8.130,0,0,OTHER,0,1,0,347,347.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
177.133.138.21,10.8.8.130,0,0,OTHER,0,1,0,347,347.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,174.88.43.61,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
68.116.5.134,10.8.8.130,0,0,OTHER,0,5,0,625,125.0,-0.0,69.182805,0.0722722936718162,9.034036708977037,0,0,0,0,VPN
10.8.8.130,207.241.228.122,59756,80,TCP,247,0,14043,0,56.85425101214575,1.163260204633768,6.937838,35.60186905488425,2024.117599747933,1,1,0,246,VPN
174.88.43.61,10.8.8.130,0,0,OTHER,0,1,0,335,335.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,146.66.163.15,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
207.241.228.122,10.8.8.130,80,59756,TCP,0,379,0,509057,1343.1583113456463,0.1457222269379329,6.935096,54.64956793676685,73403.02138571694,1,1,0,379,VPN
146.66.163.15,10.8.8.130,0,0,OTHER,0,1,0,345,345.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,77.108.84.209,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,207.241.227.188,59125,80,TCP,1663,0,91683,0,55.13108839446783,0.6996522776070805,17.838677,93.22440223565907,5139.562760175544,1,1,0,1662,VPN
77.108.84.209,10.8.8.130,0,0,OTHER,0,1,0,330,330.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,81.23.187.211,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
207.241.227.188,10.8.8.130,80,59125,TCP,0,3011,0,4074917,1353.343407505812,0.1011468749537606,17.829114,168.8810784428211,228554.09416306383,1,1,2,3009,VPN
10.8.8.130,207.241.224.2,55970,80,TCP,6,0,517,0,86.16666666666667,1.2516291673878228,1.70663,3.5157005326286304,302.9361958948337,1,1,0,5,VPN
86.60.222.35,10.8.8.130,0,0,OTHER,0,1,0,328,328.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,81.226.28.195,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
207.241.224.2,10.8.8.130,80,55970,TCP,0,4,0,575,143.75,1.5,1.309919,3.0536239263649128,438.95843941495616,1,1,0,4,VPN
81.226.28.195,10.8.8.130,0,0,OTHER,0,1,0,347,347.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,183.89.99.57,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,207.241.228.122,59759,80,TCP,421,0,23306,0,55.358669833729216,0.7253283768895963,7.103444,59.26702596655932,3280.9437225098136,1,1,0,420,VPN
207.241.228.122,10.8.8.130,80,59759,TCP,0,771,0,1039698,1348.5058365758755,0.1225273295880889,7.096698,108.642075511738,146504.47292529567,1,1,0,771,VPN
183.89.99.57,10.8.8.130,0,0,OTHER,0,1,0,347,347.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,86.74.27.109,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
86.74.27.109,10.8.8.130,0,0,OTHER,0,1,0,347,347.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,95.211.174.140,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
95.211.174.140,10.8.8.130,0,0,OTHER,0,1,0,322,322.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,122.149.196.85,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
110.168.232.198,10.8.8.130,0,0,OTHER,0,2,0,445,222.5,1.0,5.303557,0.3771054030342277,83.90595217511569,0,0,0,0,VPN
10.8.8.130,115.64.226.69,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,207.241.228.122,59760,80,TCP,312,0,17425,0,55.84935897435897,0.890472130374287,5.566626,56.04831364636317,3130.262388743199,1,1,0,311,VPN
10.8.8.130,207.241.237.128,47772,80,TCP,686,0,39167,0,57.09475218658892,1.0783606230930654,8.544488,80.28567656716237,4583.890807734764,1,1,0,685,VPN
10.8.8.130,207.241.227.82,52116,80,TCP,288,0,15891,0,55.177083333333336,0.7891547898209226,4.101669,70.21531966621392,3874.2765444993247,1,1,0,287,VPN
207.241.228.122,10.8.8.130,80,59760,TCP,0,406,0,545775,1344.2733990147783,0.1375098989288871,5.56717,72.9275376897059,98034.54897191931,1,1,0,406,VPN
10.8.8.130,207.241.237.128,47774,80,TCP,989,0,55778,0,56.398382204246715,0.929833898347662,14.042004,70.43154239238217,3972.2250470801746,1,1,0,988,VPN
207.241.237.128,10.8.8.130,80,47772,TCP,0,1212,0,1637062,1350.7112211221122,0.1123303955232339,8.545213,141.83379630209333,191576.50019958545,1,1,1,1211,VPN
207.241.227.82,10.8.8.130,80,52116,TCP,0,407,0,545829,1341.103194103194,0.1620118554897031,4.093879,99.4167145633762,133328.07344818936,1,1,0,407,VPN
207.241.237.128,10.8.8.130,80,47774,TCP,0,1615,0,2182707,1351.521362229102,0.1114400728943659,14.040039,115.02817050579417,155463.0296967124,1,1,0,1615,VPN
10.8.8.130,207.241.227.188,59132,80,TCP,1381,0,78205,0,56.62925416364953,1.049987802170533,25.13786,54.93705510333815,3111.0444564493555,1,1,0,1380,VPN
207.241.227.188,10.8.8.130,80,59132,TCP,0,2819,0,3819338,1354.855622561192,0.0751740865898431,25.13332,112.16186321584256,151963.1310149236,1,1,2,2817,VPN
10.8.8.130,207.241.237.128,47776,80,TCP,478,0,27117,0,56.73012552301255,1.1162891926160192,6.724278,71.0856987173939,4032.700611128808,1,1,0,477,VPN
10.8.8.130,207.241.227.188,59134,80,TCP,902,0,48694,0,53.98447893569845,0.2966854489966919,15.594415,57.84122071908437,3122.5281615244944,1,1,0,901,VPN
207.241.237.128,10.8.8.130,80,47776,TCP,0,809,0,1091436,1349.1174289245982,0.1150764371494544,6.71871,120.41001918523048,162447.25549993973,1,1,0,809,VPN
207.241.227.188,10.8.8.130,80,59134,TCP,0,1879,0,2541287,1352.4678020223523,0.1037986210949015,15.592599,120.50588872323335,162980.3344522616,1,1,0,1879,VPN
10.8.8.130,79.111.13.217,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,83.85.84.18,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,45.36.133.141,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
83.85.84.18,10.8.8.130,0,0,OTHER,0,1,0,313,313.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,110.168.232.198,0,0,OTHER,1,0,86,0,86.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,222.133.78.58,0,0,OTHER,3,0,333,0,111.0,1.584962500721156,43.187556,0.0694644540663518,7.7105544013650595,0,0,0,0,VPN
10.8.8.130,2.135.130.83,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
79.111.13.217,10.8.8.130,0,0,OTHER,0,1,0,261,261.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,202.224.82.46,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
45.36.133.141,10.8.8.130,0,0,OTHER,0,1,0,345,345.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,74.78.243.180,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
2.135.130.83,10.8.8.130,0,0,OTHER,0,1,0,112,112.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
74.78.243.180,10.8.8.130,0,0,OTHER,0,1,0,347,347.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,82.221.103.244,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
82.221.103.244,10.8.8.130,0,0,OTHER,0,1,0,516,516.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,178.164.137.127,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
202.224.82.46,10.8.8.130,0,0,OTHER,0,1,0,347,347.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,80.98.143.168,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
222.133.78.58,10.8.8.130,0,0,OTHER,0,3,0,168,56.0,-0.0,43.229887,0.0693964339994689,3.88620030397026,0,0,0,0,VPN
178.164.137.127,10.8.8.130,0,0,OTHER,0,1,0,347,347.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,119.53.46.28,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
80.98.143.168,10.8.8.130,0,0,OTHER,0,1,0,347,347.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,109.229.245.76,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,207.241.237.128,47778,80,TCP,2057,0,112636,0,54.757413709285366,0.6041447316903297,20.535988,100.16562144465608,5484.810372892699,1,2,0,2056,VPN
207.241.237.128,10.8.8.130,80,47778,TCP,0,4262,0,5763696,1352.3453777569216,0.111158661195475,20.541979,207.47757555394247,280581.3402885866,1,1,3,4259,VPN
10.8.8.130,207.241.237.128,47779,80,TCP,769,0,42963,0,55.86866059817945,0.8611809469913814,9.353733,82.21316558854096,4593.139444968122,1,1,0,768,VPN
10.8.8.130,207.241.239.206,57005,6969,TCP,6,0,662,0,110.33333333333331,1.2516291673878228,1.125924,5.3289564837413534,587.9615320394627,1,1,0,5,VPN
10.8.8.130,207.241.226.111,49133,6969,TCP,6,0,662,0,110.33333333333331,1.2516291673878228,1.125717,5.3299363872092185,588.0696480554171,1,1,0,5,VPN
207.241.237.128,10.8.8.130,80,47779,TCP,0,1615,0,2182689,1351.5102167182663,0.1160900883769213,9.353594,172.66090446089493,233352.97640671596,1,1,2,1613,VPN
207.241.239.206,10.8.8.130,6969,57005,TCP,0,5,0,418,83.6,1.3709505944546687,1.130963,4.4210111206113725,369.5965296831107,1,1,0,5,VPN
207.241.226.111,10.8.8.130,6969,49133,TCP,0,5,0,418,83.6,1.3709505944546687,1.132768,4.413966496228707,369.0075990847199,1,1,0,5,VPN
10.8.8.130,108.61.68.143,0,0,OTHER,3,0,375,0,125.0,-0.0,37.187818,0.0806715790638751,10.083947382984396,0,0,0,0,VPN
10.8.8.130,87.67.124.88,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,195.67.188.88,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,95.58.79.92,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
195.67.188.88,10.8.8.130,0,0,OTHER,0,1,0,373,373.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,75.42.15.92,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
87.67.124.88,10.8.8.130,0,0,OTHER,0,1,0,365,365.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,121.181.186.143,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
108.61.68.143,10.8.8.130,0,0,OTHER,0,3,0,459,153.0,-0.0,37.186039,0.0806754384353762,12.343342080612564,0,0,0,0,VPN
95.58.79.92,10.8.8.130,0,0,OTHER,0,1,0,366,366.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,175.154.79.92,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
121.181.186.143,10.8.8.130,0,0,OTHER,0,1,0,373,373.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,41.83.80.131,0,0,OTHER,2,0,116,0,58.0,-0.0,3.010775,0.664280791490563,38.52828590645266,0,0,0,0,VPN
10.8.8.130,75.191.138.202,0,0,OTHER,13,0,1774,0,136.46153846153845,2.199687794731328,11.750556,1.1063306280996403,150.9715795575971,0,0,0,0,VPN
10.8.8.130,117.203.33.115,0,0,OTHER,2,0,116,0,58.0,-0.0,3.0105,0.6643414715163594,38.53180534794885,0,0,0,0,VPN
175.154.79.92,10.8.8.130,0,0,OTHER,0,1,0,340,340.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
75.191.138.202,10.8.8.130,0,0,OTHER,0,14,0,2265,161.78571428571428,1.4345491399952024,11.525581,1.214689307202821,196.51937720102788,0,0,0,0,VPN
10.8.8.130,95.83.188.88,0,0,OTHER,4,0,500,0,125.0,-0.0,53.793848,0.0743579451687486,9.294743146093584,0,0,0,0,VPN
10.8.8.130,207.241.227.188,59139,80,TCP,2037,0,111956,0,54.96121747668139,0.6901409380044954,34.812046,58.51422809219544,3216.0132156552936,1,1,0,2036,VPN
207.241.227.188,10.8.8.130,80,59139,TCP,0,4027,0,5456211,1354.907126893469,0.086158514359207,34.812813,115.67580017162072,156729.9660616337,1,1,0,4027,VPN
10.8.8.130,207.241.237.128,47783,80,TCP,888,0,48072,0,54.13513513513514,0.509488044719661,8.673799,102.37728589283655,5542.208206577072,1,1,0,887,VPN
207.241.237.128,10.8.8.130,80,47783,TCP,0,1613,0,2182608,1353.1357718536888,0.111256507367832,8.67365,185.96553930582857,251636.62356677983,1,2,0,1613,VPN
10.8.8.130,207.241.227.188,59141,80,TCP,1193,0,65811,0,55.164291701592624,0.7451076337895026,9.350637,127.58489074059874,7038.130129530213,1,1,0,1192,VPN
207.241.227.188,10.8.8.130,80,59141,TCP,0,2018,0,2728345,1352.0044598612487,0.1105660893171233,9.366245,215.45453914562344,291295.4978222329,1,1,0,2018,VPN
10.8.8.130,207.241.237.128,47785,80,TCP,1124,0,63971,0,56.913701067615655,1.0312464109063302,11.115181,101.12295967110208,5755.281897793657,1,1,0,1123,VPN
207.241.237.128,10.8.8.130,80,47785,TCP,0,1612,0,2182559,1353.9447890818858,0.0903720221077577,11.116352,145.01160092807424,196337.70143298808,1,1,0,1612,VPN
10.8.8.130,41.83.80.131,44763,27002,TCP,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,1,0,0,0,VPN
10.8.8.130,117.203.33.115,44222,56540,TCP,1,0,60,0,60.0,-0.0,0.0,0.0,0.0,1,0,0,0,VPN
10.8.8.130,207.241.237.128,47786,80,TCP,1606,0,90262,0,56.202988792029885,0.9704960263550372,15.240083,105.38000350785492,5922.67115605604,1,1,0,1605,VPN
207.241.237.128,10.8.8.130,80,47786,TCP,0,2823,0,3819541,1353.007793127878,0.1073229754152237,15.241005,185.22400589724887,250609.52345334183,1,1,2,2821,VPN
10.8.8.130,207.241.227.188,59144,80,TCP,2089,0,117975,0,56.47438966012446,1.0841597659103996,23.243353,89.87515699649703,5075.644636985034,1,1,0,2088,VPN
10.8.8.130,5.248.128.50,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,184.99.72.237,0,0,OTHER,3,0,375,0,125.0,-0.0,38.852471,0.0772151660572631,9.651895757157892,0,0,0,0,VPN
207.241.227.188,10.8.8.130,80,59144,TCP,0,3602,0,4876670,1353.8784008883954,0.0949546933735327,23.242123,154.97723680405616,209820.33353837772,1,1,0,3602,VPN
5.248.128.50,10.8.8.130,0,0,OTHER,0,1,0,335,335.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,188.163.79.127,0,0,OTHER,1,0,125,0,125.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,67.186.207.92,0,0,OTHER,3,0,375,0,125.0,-0.0,38.659302,0.0776009872087188,9.700123401089861,0,0,0,0,VPN
10.8.8.130,77.28.9.139,0,0,OTHER,3,0,375,0,125.0,-0.0,38.659285,0.0776010213329087,9.700127666613596,0,0,0,0,VPN
184.99.72.237,10.8.8.130,0,0,OTHER,0,3,0,1041,347.0,-0.0,38.86182,0.077196590380996,26.787216862205632,0,0,0,0,VPN
10.8.8.130,180.234.59.233,0,0,OTHER,2,0,250,0,125.0,-0.0,21.23966,0.0941634658935218,11.770433236690227,0,0,0,0,VPN
188.163.79.127,10.8.8.130,0,0,OTHER,0,1,0,335,335.0,-0.0,0.0,0.0,0.0,0,0,0,0,VPN
10.8.8.130,45.79.106.62,0,0,OTHER,2,0,211,0,105.5,1.0,20.73212,0.0964686679413393,10.1774444678113,0,0,0,0,VPN
10.8.8.130,207.241.227.188,59145,80,TCP,2019,0,113961,0,56.444279346211,1.0379624586520697,22.774306,88.65253676665273,5003.928550007188,1,1,0,2018,VPN
77.28.9.139,10.8.8.130,0,0,OTHER,0,3,0,168,56.0,-0.0,38.662664,0.0775942392381445,4.345277397336097,0,0,0,0,VPN
45.79.106.62,10.8.8.130,0,0,OTHER,0,2,0,167,83.5,1.0,20.741864,0.0964233494154623,8.051349676191107,0,0,0,0,VPN
10.8.8.130,178.124.189.62,0,0,OTHER,3,0,375,0,125.0,-0.0,38.37693,0.0781719642503973,9.771495531299664,0,0,0,0,VPN
207.241.227.188,10.8.8.130,80,59145,TCP,0,3671,0,4962964,1351.937891582675,0.1176118653564759,22.763202,161.2690516914097,218025.74172122183,1,1,0,3671,VPN
180.234.59.233,10.8.8.130,0,0,OTHER,0,2,0,306,153.0,-0.0,21.232836,0.0941937289959758,14.411640536384304,0,0,0,0,VPN
10.8.8.130,207.241.237.128,47789,80,TCP,1607,0,89031,0,55.4019912881145,0.6752674641557158,20.93634,76.75649134471449,4252.462464786109,1,1,0,1606,VPN
207.241.237.128,10.8.8.130,80,47789,TCP,0,3706,0,5013540,1352.8170534268754,0.1091117193640524,20.88216,177.47206227708244,240087.2323552736,1,1,0,3706,VPN
10.8.8.130,207.241.237.128,47790,80,TCP,1042,0,57748,0,55.42034548944338,0.7929465053099363,8.802734,118.3723147831117,6560.234581665196,1,1,0,1041,VPN
207.241.237.128,10.8.8.130,80,47790,TCP,0,1615,0,2182709,1351.5226006191951,0.1139168530801244,8.805825,183.40132809816228,247871.03990824256,1,1,0,1615,VPN
10.8.8.130,207.241.227.188,59148,80,TCP,1394,0,78210,0,56.10473457675753,0.9615771006279232,14.10474,98.83202384446648,5544.944465477563,1,1,0,1393,VPN
207.241.227.188,10.8.8.130,80,59148,TCP,0,2419,0,3273879,1353.4018189334436,0.1083604489038045,14.116325,171.36188065944924,231921.48098035433,1,2,0,2419,VPN
